llm_model_name,dataset_name,tensor_parallelism_degree,max_requests_per_batch,max_tokens_per_batch,arrival_rate,num_warmup_requests,step_idx,is_warmup_step,timestamp,num_inference_requests,num_prefilling_tokens,num_decoding_tokens,num_finetuning_fwd_tokens,num_finetuning_bwd_tokens,num_bwd_layers
01-ai/yi-1.5-34b,sharegpt,2,8,512,0,10,0,0,27163019,0,0,0,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,512,0,10,1,1,27514396,1,512,0,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,512,0,10,2,1,27695036,2,511,1,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,512,0,10,3,1,27908036,3,511,1,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,512,0,10,4,1,28052863,4,510,2,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,512,0,10,5,1,28244927,4,510,2,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,512,0,10,6,1,28392285,5,509,3,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,512,0,10,7,1,28537452,6,508,4,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,512,0,10,8,1,28691408,6,508,4,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,512,0,10,9,1,28836467,7,507,5,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,512,0,10,10,1,28978955,8,506,6,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,512,0,10,11,1,29074163,8,37,7,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,512,0,10,12,1,29121185,8,0,8,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,512,0,10,13,1,29170076,7,0,7,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,512,0,10,14,1,29213974,7,0,7,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,512,0,10,15,1,29257703,7,0,7,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,512,0,10,16,1,29301794,7,0,7,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,512,0,10,17,1,29345827,7,0,7,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,512,0,10,18,1,29389836,7,0,7,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,512,0,10,19,1,29433682,7,0,7,0,0,0
