llm_model_name,dataset_name,tensor_parallelism_degree,max_requests_per_batch,max_tokens_per_batch,arrival_rate,num_warmup_requests,step_idx,is_warmup_step,timestamp,num_inference_requests,num_prefilling_tokens,num_decoding_tokens,num_finetuning_fwd_tokens,num_finetuning_bwd_tokens,num_bwd_layers
01-ai/yi-1.5-34b,wildchat,2,8,256,0,10,0,0,18417851,0,0,0,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,256,0,10,1,1,18582792,1,256,0,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,256,0,10,2,1,18668423,1,256,0,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,256,0,10,3,1,18755407,2,255,1,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,256,0,10,4,1,18846311,2,255,1,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,256,0,10,5,1,18958831,3,255,1,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,256,0,10,6,1,19048869,3,254,2,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,256,0,10,7,1,19142296,3,255,1,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,256,0,10,8,1,19232502,3,254,2,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,256,0,10,9,1,19323329,4,254,2,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,256,0,10,10,1,19414070,4,253,3,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,256,0,10,11,1,19503706,5,253,3,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,256,0,10,12,1,19593851,5,252,4,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,256,0,10,13,1,19684642,6,252,4,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,256,0,10,14,1,19775584,6,251,5,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,256,0,10,15,1,19864835,7,251,5,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,256,0,10,16,1,19954090,7,250,6,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,256,0,10,17,1,20044565,8,250,6,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,256,0,10,18,1,20134797,8,249,7,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,256,0,10,19,1,20203740,8,61,7,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,256,0,10,20,1,20253358,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,256,0,10,21,1,20294850,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,256,0,10,22,1,20335921,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,256,0,10,23,1,20377219,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,256,0,10,24,1,20418324,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,256,0,10,25,1,20459360,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,256,0,10,26,1,20500494,8,0,8,0,0,0
