llm_model_name,dataset_name,tensor_parallelism_degree,max_requests_per_batch,max_tokens_per_batch,arrival_rate,num_warmup_requests,step_idx,is_warmup_step,timestamp,num_inference_requests,num_prefilling_tokens,num_decoding_tokens,num_finetuning_fwd_tokens,num_finetuning_bwd_tokens,num_bwd_layers
01-ai/yi-1.5-34b,sharegpt,2,8,256,0,10,0,0,27175472,0,0,0,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,256,0,10,1,1,27336418,1,256,0,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,256,0,10,2,1,27421993,1,256,0,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,256,0,10,3,1,27507903,2,255,1,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,256,0,10,4,1,27598783,2,255,1,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,256,0,10,5,1,27708092,3,255,1,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,256,0,10,6,1,27797638,3,254,2,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,256,0,10,7,1,27888135,4,254,2,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,256,0,10,8,1,27978586,4,253,3,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,256,0,10,9,1,28067145,5,253,3,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,256,0,10,10,1,28156654,5,252,4,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,256,0,10,11,1,28247160,6,252,4,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,256,0,10,12,1,28342340,5,252,4,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,256,0,10,13,1,28431498,6,252,4,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,256,0,10,14,1,28521989,6,251,5,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,256,0,10,15,1,28608715,7,251,5,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,256,0,10,16,1,28697428,7,250,6,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,256,0,10,17,1,28784555,8,250,6,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,256,0,10,18,1,28874111,8,249,7,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,256,0,10,19,1,28940140,8,66,7,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,256,0,10,20,1,28986814,8,0,8,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,256,0,10,21,1,29027843,8,0,8,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,256,0,10,22,1,29068789,8,0,8,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,256,0,10,23,1,29109908,8,0,8,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,256,0,10,24,1,29194135,8,249,7,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,256,0,10,25,1,29285627,8,249,7,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,256,0,10,26,1,29337485,8,15,7,0,0,0
01-ai/yi-1.5-34b,sharegpt,2,8,256,0,10,27,1,29378515,8,0,8,0,0,0
