llm_model_name,dataset_name,tensor_parallelism_degree,max_requests_per_batch,max_tokens_per_batch,arrival_rate,num_warmup_requests,step_idx,is_warmup_step,timestamp,num_inference_requests,num_prefilling_tokens,num_decoding_tokens,num_finetuning_fwd_tokens,num_finetuning_bwd_tokens,num_bwd_layers
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,0,0,24757787,0,0,0,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,1,1,24982913,1,512,0,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,2,1,25129907,2,511,1,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,3,1,25296793,3,511,1,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,4,1,25441337,4,510,2,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,5,1,25603583,4,510,2,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,6,1,25750401,5,509,3,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,7,1,25895077,6,508,4,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,8,1,26047458,6,508,4,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,9,1,26192595,7,507,5,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,10,1,26335040,8,506,6,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,11,1,26400003,8,37,7,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,12,1,26447875,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,13,1,26496023,7,0,7,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,14,1,26539898,7,0,7,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,15,1,26583485,7,0,7,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,16,1,26626941,7,0,7,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,17,1,26670394,7,0,7,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,18,1,26713973,7,0,7,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,19,1,26757700,7,0,7,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,20,1,26801228,7,0,7,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,21,1,26844851,7,0,7,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,22,1,26888724,7,0,7,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,23,1,26932475,7,0,7,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,24,1,26976186,7,0,7,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,25,1,27019665,7,0,7,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,26,1,27063502,7,0,7,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,27,1,27107056,7,0,7,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,28,1,27150755,7,0,7,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,29,1,27194226,7,0,7,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,30,1,27237903,7,0,7,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,31,1,27281541,7,0,7,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,32,1,27325126,7,0,7,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,33,1,27371269,6,0,6,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,34,1,27417332,5,0,5,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,35,1,27460742,5,0,5,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,36,1,27508745,4,0,4,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,37,1,27553559,3,0,3,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,38,1,27597483,2,0,2,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,39,1,27641549,1,0,1,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,40,0,27644936,0,0,0,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,41,0,27645770,0,0,0,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,42,0,27648419,0,0,0,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,43,0,27650913,0,0,0,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,44,0,27653775,0,0,0,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,45,0,27656450,0,0,0,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,46,0,27659339,0,0,0,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,47,0,27661858,0,0,0,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,48,0,27665633,0,0,0,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,49,0,27667448,0,0,0,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,50,0,27670260,0,0,0,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,51,0,27673825,0,0,0,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,52,0,27675743,0,0,0,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,53,0,27678903,0,0,0,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,54,0,27681342,0,0,0,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,55,0,27684161,0,0,0,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,56,0,27686726,0,0,0,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,57,0,27689943,0,0,0,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,58,0,27828638,4,512,0,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,59,0,27977324,6,509,3,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,60,0,28036877,8,94,5,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,61,0,28080181,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,62,0,28123432,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,63,0,28167158,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,64,0,28210361,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,65,0,28253462,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,66,0,28296585,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,67,0,28339829,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,68,0,28382950,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,69,0,28426141,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,70,0,28469420,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,71,0,28519726,8,11,7,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,72,0,28562865,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,73,0,28605991,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,74,0,28649207,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,75,0,28692370,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,76,0,28735793,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,77,0,28778932,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,78,0,28822186,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,79,0,28865512,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,80,0,28908752,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,81,0,28951884,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,82,0,28995172,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,83,0,29038541,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,84,0,29081787,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,85,0,29125079,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,86,0,29168415,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,87,0,29211673,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,88,0,29255013,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,89,0,29298218,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,90,0,29341440,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,91,0,29384706,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,92,0,29428350,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,93,0,29471728,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,94,0,29514919,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,95,0,29558323,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,96,0,29601776,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,97,0,29645053,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,98,0,29688420,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,99,0,29731758,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,100,0,29775115,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,101,0,29917616,8,481,7,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,102,0,29961708,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,103,0,30005841,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,104,0,30049892,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,105,0,30093820,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,106,0,30137472,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,107,0,30181331,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,108,0,30225366,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,109,0,30269210,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,110,0,30313103,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,111,0,30357009,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,112,0,30400872,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,113,0,30444683,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,114,0,30488595,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,115,0,30532685,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,116,0,30576663,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,117,0,30620534,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,118,0,30664461,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,119,0,30708407,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,120,0,30752526,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,121,0,30796520,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,122,0,30840574,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,123,0,30884412,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,124,0,30928470,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,125,0,30972400,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,126,0,31016466,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,127,0,31060580,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,128,0,31104708,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,129,0,31148882,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,130,0,31192980,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,131,0,31237070,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,132,0,31281314,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,133,0,31325402,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,134,0,31369591,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,135,0,31413552,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,136,0,31457613,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,137,0,31501806,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,138,0,31546025,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,139,0,31590074,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,140,0,31634197,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,141,0,31678271,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,142,0,31722457,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,143,0,31766552,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,144,0,31810554,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,145,0,31864501,8,44,7,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,146,0,31908658,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,147,0,31952870,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,148,0,31997063,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,149,0,32041164,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,150,0,32085274,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,151,0,32129225,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,152,0,32173344,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,153,0,32217503,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,154,0,32261686,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,155,0,32305961,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,156,0,32350130,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,157,0,32394525,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,158,0,32438677,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,159,0,32482951,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,160,0,32527097,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,161,0,32571472,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,162,0,32615855,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,163,0,32660049,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,164,0,32704264,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,165,0,32748552,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,166,0,32792753,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,167,0,32836978,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,168,0,32881285,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,169,0,32925501,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,170,0,32969771,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,171,0,33013997,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,172,0,33065354,8,18,7,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,173,0,33108379,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,174,0,33151458,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,175,0,33194589,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,176,0,33237649,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,177,0,33280597,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,178,0,33323612,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,179,0,33366690,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,180,0,33409803,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,181,0,33452935,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,182,0,33495901,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,512,0,10,183,0,33538925,8,0,8,0,0,0
